molecule_chembl_id,ic50_nM,pchembl_value,smiles,assay_chembl_id
CHEMBL138691,4.2,8.38,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL138691,2282.0,5.64,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL52829,4.0,8.40,Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1,CHEMBL679947
CHEMBL52823,380.0,6.42,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,CHEMBL679947
CHEMBL8000,100000.0,,O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1,CHEMBL679549
CHEMBL8000,50000.0,,O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1,CHEMBL621149
CHEMBL139307,3.3,8.48,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL673925
CHEMBL139307,194.0,6.71,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL677216
CHEMBL322298,200.0,6.70,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,CHEMBL680019
CHEMBL111434,670.0,6.17,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,CHEMBL680019
CHEMBL111197,30.0,7.52,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,CHEMBL680019
CHEMBL291667,100000.0,,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(Cl)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(Cl)c21,CHEMBL677391
CHEMBL8091,100000.0,,COC(=O)c1cc(Nc2ccc(F)cc2)c(Nc2ccc(F)cc2)cc1C(=O)OC,CHEMBL679549
CHEMBL136058,0.81,9.09,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL673925
CHEMBL136058,8.8,8.06,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL677216
CHEMBL136058,8.8,8.06,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL677213
CHEMBL113128,50000.0,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NC3CCCCC3)nc21,CHEMBL680019
CHEMBL51854,3.8,8.42,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL679947
CHEMBL939,515.0,6.29,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL683041
CHEMBL95320,850.0,6.07,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL683041
CHEMBL8271,100000.0,,O=C1NC(=O)c2cc(Sc3ccccc3)c(Sc3ccccc3)cc21,CHEMBL679549
CHEMBL298931,17.0,7.77,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,CHEMBL679947
CHEMBL292323,6500.0,5.19,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,CHEMBL677391
CHEMBL334334,9000.0,5.05,COC(=O)c1cccc(NCc2cc(O)ccc2O)c1,CHEMBL676146
CHEMBL316764,100000.0,,O=C(O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,CHEMBL676146
CHEMBL545315,1.5,8.82,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CHEMBL673925
CHEMBL545315,7.4,8.13,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CHEMBL677216
CHEMBL545315,7.4,8.13,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CHEMBL677213
CHEMBL111365,1300.0,5.89,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,CHEMBL680019
CHEMBL52591,4.3,8.37,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,CHEMBL679947
CHEMBL64459,100000.0,,Cc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(C)cc4n3C)n(C)c2c1,CHEMBL677391
CHEMBL129989,100000.0,,COC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1OC,CHEMBL676146
CHEMBL132907,20000.0,4.70,COC(=O)c1cc(NCc2ccccc2O)ccc1O,CHEMBL676146
CHEMBL268368,100000.0,,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,CHEMBL679549
CHEMBL422292,1.5,8.82,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL422292,51.0,7.29,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL110034,5000.0,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3cccnc3)nc21,CHEMBL680019
CHEMBL113023,250.0,6.60,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,CHEMBL680019
CHEMBL417420,2.9,8.54,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,CHEMBL679947
CHEMBL304414,10000.0,5.00,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL677391
CHEMBL106232,4500.0,5.35,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,CHEMBL680019
CHEMBL327127,90.0,7.05,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,CHEMBL680019
CHEMBL294475,0.81,9.09,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,CHEMBL679947
CHEMBL294475,3.1,8.51,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,CHEMBL680026
CHEMBL266487,50000.0,,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CHEMBL679549
CHEMBL293261,850.0,6.07,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,CHEMBL677390
CHEMBL53310,13.0,7.89,CNc1ncc2ncnc(Nc3ccccc3)c2n1,CHEMBL679947
CHEMBL267019,2500.0,5.60,O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,CHEMBL679549
CHEMBL285063,0.7,9.15,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL673925
CHEMBL285063,2.7,8.57,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL677216
CHEMBL136404,0.5,9.30,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL136404,7.7,8.11,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL113356,50000.0,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccc3)nc21,CHEMBL680019
CHEMBL291979,54100.0,4.27,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,CHEMBL677391
CHEMBL62843,100000.0,4.00,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,CHEMBL677391
CHEMBL63009,100000.0,,CN1C(=S)C(C)(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL677391
CHEMBL267941,50000.0,,CN(c1ccccc1)c1cc2c(cc1N(C)c1ccccc1)C(=O)NC2=O,CHEMBL679549
CHEMBL334697,0.17,9.77,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL334697,13.0,7.89,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677217
CHEMBL434827,0.73,9.14,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL434827,21.0,7.68,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL434827,21.0,7.68,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL679948
CHEMBL292287,100000.0,,Cc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(C)cccc3n1C)n2C,CHEMBL677391
CHEMBL64430,5000.0,5.30,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21,CHEMBL677391
CHEMBL64068,100000.0,,CC(=O)Oc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC(C)=O)cc4n3C)n(C)c2c1,CHEMBL677391
CHEMBL62067,100000.0,,CN1C(=S)C(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,CHEMBL677391
CHEMBL64814,100000.0,,CSc1c(C(=O)Nc2ccccc2)c2ccccc2n1C,CHEMBL677391
CHEMBL137082,2.7,8.57,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL137082,156.0,6.81,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL299347,50000.0,,CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL680019
CHEMBL324926,330.0,6.48,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,CHEMBL680019
CHEMBL53311,82.0,7.09,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL679947
CHEMBL62176,1000.0,6.00,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL677391
CHEMBL130694,20000.0,,O=C(O)c1cc(/N=C/c2ccccc2O)ccc1O,CHEMBL676146
CHEMBL423159,21000.0,4.68,COC(=O)c1cc(NCc2cccc(O)c2)ccc1O,CHEMBL676146
CHEMBL109759,5000.0,,CC(C)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL680019
CHEMBL299622,0.76,9.12,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL679947
CHEMBL299622,30.0,7.52,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL680026
CHEMBL138363,1.6,8.80,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL138363,44.0,7.36,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL93464,0.55,9.26,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL673925
CHEMBL93464,8.7,8.06,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL677216
CHEMBL53831,1.5,8.82,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL679947
CHEMBL299881,2.3,8.64,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,CHEMBL679947
CHEMBL50027,2550.0,5.59,Clc1ncc2ncnc(Nc3ccccc3)c2n1,CHEMBL679947
CHEMBL31965,74.0,7.13,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL683041
CHEMBL344486,2.7,8.57,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL673925
CHEMBL344486,64.0,7.19,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL677216
CHEMBL138940,0.61,9.21,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL673925
CHEMBL138940,14.0,7.85,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL677216
CHEMBL138940,14.0,7.85,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL677213
CHEMBL321193,150.0,6.82,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,CHEMBL680019
CHEMBL419022,700.0,6.16,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL680019
CHEMBL53426,0.25,9.60,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,CHEMBL679947
CHEMBL53426,5.1,8.29,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,CHEMBL680026
CHEMBL53711,2.6,8.59,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL680030
CHEMBL53711,12.0,7.92,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL680031
CHEMBL344177,0.69,9.16,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL344177,20.0,7.70,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL136178,1.2,8.92,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL673925
CHEMBL136178,1039.0,5.98,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL677216
CHEMBL136511,1.4,8.85,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL673925
CHEMBL136511,2.7,8.57,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL677216
CHEMBL416307,3.0,8.52,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,CHEMBL679947
CHEMBL64165,100000.0,,Cc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(C)c4n3C)n(C)c12,CHEMBL677391
CHEMBL130116,20000.0,,O=C(O)c1cccc(/N=C/c2cc(O)ccc2O)c1,CHEMBL676146
CHEMBL44,1000.0,6.00,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL679549
CHEMBL136102,1.45,8.84,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL136102,193.0,6.71,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL336264,0.43,9.37,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL336264,500.0,,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL104153,220.0,6.66,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL680019
CHEMBL53156,3.1,8.51,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL680030
CHEMBL53156,20.0,7.70,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL680031
CHEMBL95774,80.0,7.10,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,CHEMBL683041
CHEMBL130893,10000.0,,COC(=O)c1ccc(/N=C/c2cc(O)ccc2O)cc1O,CHEMBL676146
CHEMBL129907,20000.0,,O=C(O)c1cccc(NCc2cc(O)ccc2O)c1,CHEMBL676146
CHEMBL131653,9000.0,5.05,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,CHEMBL676146
CHEMBL268868,300.0,6.52,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,CHEMBL679549
CHEMBL268868,4500.0,,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,CHEMBL621149
CHEMBL7352,50000.0,,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,CHEMBL679549
CHEMBL7352,100000.0,,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,CHEMBL621149
CHEMBL7775,8700.0,5.06,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,CHEMBL679549
CHEMBL7775,100000.0,,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,CHEMBL621149
CHEMBL8222,100000.0,,COC(=O)c1cc(Nc2ccccc2)c(Nc2ccccc2)cc1C(=O)OC,CHEMBL679549
CHEMBL53711,0.006,,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL680030
CHEMBL53711,21.0,7.68,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL680031
CHEMBL60200,100000.0,,Cc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(C)ccc3n1C)n2C,CHEMBL677391
CHEMBL61119,5300.0,5.28,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,CHEMBL677391
CHEMBL64231,100000.0,,Cn1c(SSCc2ccccc2)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL677391
CHEMBL335440,93.5,7.03,O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL50647,220.0,6.66,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,CHEMBL680019
CHEMBL320705,66.0,7.18,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL680019
CHEMBL51228,2.3,8.64,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,CHEMBL679947
CHEMBL130117,10000.0,,COC(=O)c1cc(/N=C/c2ccc(O)cc2)ccc1O,CHEMBL676147
CHEMBL129930,9500.0,5.02,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1OC,CHEMBL676146
CHEMBL48172,5000.0,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCN3CCOCC3)nc21,CHEMBL680019
CHEMBL113863,1000.0,6.00,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,CHEMBL680019
CHEMBL553,1450.0,5.84,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL683041
CHEMBL62699,100000.0,,CN1C(=S)C(C(=O)Nc2ccccc2)c2cccnc21,CHEMBL677391
CHEMBL92086,1.2,8.92,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL673925
CHEMBL92086,16.0,7.80,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL677216
CHEMBL109631,190.0,6.72,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,CHEMBL680019
CHEMBL52015,84.0,7.08,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL680030
CHEMBL53796,9.6,8.02,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL680030
CHEMBL53796,32.0,7.50,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL680031
CHEMBL51853,0.13,9.89,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL680030
CHEMBL51853,16.0,7.80,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL680031
CHEMBL294205,100000.0,,COc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC)cccc3n1C)n2C,CHEMBL677391
CHEMBL293913,44000.0,4.36,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,CHEMBL677391
CHEMBL133283,10000.0,5.00,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1O,CHEMBL676146
CHEMBL7914,2500.0,5.60,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,CHEMBL679549
CHEMBL7914,4500.0,5.35,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,CHEMBL621149
CHEMBL7929,50000.0,,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,CHEMBL679549
CHEMBL7929,100000.0,,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,CHEMBL621149
CHEMBL334801,1.1,8.96,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL673925
CHEMBL334801,57.0,7.24,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL677216
CHEMBL334801,57.0,7.24,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL679948
CHEMBL111618,5000.0,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCO)nc21,CHEMBL680019
