activity_id,assay_chembl_id,target_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,pchembl_value,extraction_date
122062,CHEMBL677213,CHEMBL203,CHEMBL138940,IC50,14.0,nM,=,7.85,2026-03-21 13:33:18.447979
122505,CHEMBL680020,CHEMBL203,CHEMBL112706,IC50,,nM,,,2026-03-21 13:33:18.447979
122509,CHEMBL680019,CHEMBL203,CHEMBL321193,IC50,150.0,nM,=,6.82,2026-03-21 13:33:18.447979
122513,CHEMBL680019,CHEMBL203,CHEMBL419022,IC50,700.0,nM,=,6.16,2026-03-21 13:33:18.447979
122535,CHEMBL679947,CHEMBL203,CHEMBL53426,IC50,0.25,nM,=,9.60,2026-03-21 13:33:18.447979
122536,CHEMBL680026,CHEMBL203,CHEMBL53426,IC50,5.1,nM,=,8.29,2026-03-21 13:33:18.447979
122537,CHEMBL680030,CHEMBL203,CHEMBL53711,IC50,2.6,nM,=,8.59,2026-03-21 13:33:18.447979
122538,CHEMBL680031,CHEMBL203,CHEMBL53711,IC50,12.0,nM,=,7.92,2026-03-21 13:33:18.447979
123349,CHEMBL673925,CHEMBL203,CHEMBL344177,IC50,0.69,nM,=,9.16,2026-03-21 13:33:18.447979
123350,CHEMBL677216,CHEMBL203,CHEMBL344177,IC50,20.0,nM,=,7.70,2026-03-21 13:33:18.447979
123351,CHEMBL623728,CHEMBL203,CHEMBL344177,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
123352,CHEMBL673925,CHEMBL203,CHEMBL136178,IC50,1.2,nM,=,8.92,2026-03-21 13:33:18.447979
123353,CHEMBL677216,CHEMBL203,CHEMBL136178,IC50,1039.0,nM,=,5.98,2026-03-21 13:33:18.447979
123354,CHEMBL623728,CHEMBL203,CHEMBL136178,Inhibition,80.0,%,=,,2026-03-21 13:33:18.447979
123355,CHEMBL673925,CHEMBL203,CHEMBL136511,IC50,1.4,nM,=,8.85,2026-03-21 13:33:18.447979
123356,CHEMBL677216,CHEMBL203,CHEMBL136511,IC50,2.7,nM,=,8.57,2026-03-21 13:33:18.447979
123357,CHEMBL623728,CHEMBL203,CHEMBL136511,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
123751,CHEMBL680020,CHEMBL203,CHEMBL320339,IC50,,nM,,,2026-03-21 13:33:18.447979
123785,CHEMBL679947,CHEMBL203,CHEMBL416307,IC50,3.0,nM,=,8.52,2026-03-21 13:33:18.447979
124275,CHEMBL677391,CHEMBL203,CHEMBL64165,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
124308,CHEMBL676146,CHEMBL203,CHEMBL130116,IC50,20000.0,nM,>,,2026-03-21 13:33:18.447979
124325,CHEMBL679549,CHEMBL203,CHEMBL44,IC50,1000.0,nM,=,6.00,2026-03-21 13:33:18.447979
124595,CHEMBL673925,CHEMBL203,CHEMBL136102,IC50,1.45,nM,=,8.84,2026-03-21 13:33:18.447979
124596,CHEMBL677216,CHEMBL203,CHEMBL136102,IC50,193.0,nM,=,6.71,2026-03-21 13:33:18.447979
124597,CHEMBL623728,CHEMBL203,CHEMBL136102,Inhibition,80.0,%,=,,2026-03-21 13:33:18.447979
124598,CHEMBL673925,CHEMBL203,CHEMBL336264,IC50,0.43,nM,=,9.37,2026-03-21 13:33:18.447979
124599,CHEMBL677216,CHEMBL203,CHEMBL336264,IC50,500.0,nM,>,,2026-03-21 13:33:18.447979
124600,CHEMBL623728,CHEMBL203,CHEMBL336264,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
125063,CHEMBL680019,CHEMBL203,CHEMBL104153,IC50,220.0,nM,=,6.66,2026-03-21 13:33:18.447979
125108,CHEMBL680030,CHEMBL203,CHEMBL53156,IC50,3.1,nM,=,8.51,2026-03-21 13:33:18.447979
125109,CHEMBL680031,CHEMBL203,CHEMBL53156,IC50,20.0,nM,=,7.70,2026-03-21 13:33:18.447979
125565,CHEMBL683041,CHEMBL203,CHEMBL95774,IC50,80.0,nM,=,7.10,2026-03-21 13:33:18.447979
125659,CHEMBL676146,CHEMBL203,CHEMBL130893,IC50,10000.0,nM,>,,2026-03-21 13:33:18.447979
125661,CHEMBL676148,CHEMBL203,CHEMBL340449,Inhibition,14.0,%,=,,2026-03-21 13:33:18.447979
125663,CHEMBL676146,CHEMBL203,CHEMBL129907,IC50,20000.0,nM,>,,2026-03-21 13:33:18.447979
125665,CHEMBL676146,CHEMBL203,CHEMBL131653,IC50,9000.0,nM,=,5.05,2026-03-21 13:33:18.447979
125667,CHEMBL676149,CHEMBL203,CHEMBL334739,Inhibition,18.0,%,=,,2026-03-21 13:33:18.447979
125676,CHEMBL679549,CHEMBL203,CHEMBL268868,IC50,300.0,nM,=,6.52,2026-03-21 13:33:18.447979
125681,CHEMBL642000,CHEMBL203,CHEMBL268868,Ki,160.0,nM,=,6.80,2026-03-21 13:33:18.447979
125682,CHEMBL621149,CHEMBL203,CHEMBL268868,IC50,4500.0,nM,>,,2026-03-21 13:33:18.447979
125685,CHEMBL679549,CHEMBL203,CHEMBL7352,IC50,50000.0,nM,>,,2026-03-21 13:33:18.447979
125689,CHEMBL621149,CHEMBL203,CHEMBL7352,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
125800,CHEMBL679549,CHEMBL203,CHEMBL7775,IC50,8700.0,nM,=,5.06,2026-03-21 13:33:18.447979
125805,CHEMBL621149,CHEMBL203,CHEMBL7775,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
125815,CHEMBL679549,CHEMBL203,CHEMBL8222,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
126489,CHEMBL680030,CHEMBL203,CHEMBL53711,IC50,0.006,nM,=,,2026-03-21 13:33:18.447979
126490,CHEMBL680031,CHEMBL203,CHEMBL53711,IC50,21.0,nM,=,7.68,2026-03-21 13:33:18.447979
127172,CHEMBL677391,CHEMBL203,CHEMBL60200,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
127175,CHEMBL677391,CHEMBL203,CHEMBL61119,IC50,5300.0,nM,=,5.28,2026-03-21 13:33:18.447979
127318,CHEMBL677391,CHEMBL203,CHEMBL64231,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
127421,CHEMBL673925,CHEMBL203,CHEMBL335440,IC50,93.5,nM,=,7.03,2026-03-21 13:33:18.447979
127422,CHEMBL623728,CHEMBL203,CHEMBL335440,Inhibition,80.0,%,<,,2026-03-21 13:33:18.447979
127736,CHEMBL680019,CHEMBL203,CHEMBL50647,IC50,220.0,nM,=,6.66,2026-03-21 13:33:18.447979
127740,CHEMBL680019,CHEMBL203,CHEMBL320705,IC50,66.0,nM,=,7.18,2026-03-21 13:33:18.447979
127787,CHEMBL679947,CHEMBL203,CHEMBL51228,IC50,2.3,nM,=,8.64,2026-03-21 13:33:18.447979
128253,CHEMBL676147,CHEMBL203,CHEMBL130117,IC50,10000.0,nM,>,,2026-03-21 13:33:18.447979
128255,CHEMBL676146,CHEMBL203,CHEMBL129930,IC50,9500.0,nM,=,5.02,2026-03-21 13:33:18.447979
128843,CHEMBL680019,CHEMBL203,CHEMBL48172,IC50,5000.0,nM,>,,2026-03-21 13:33:18.447979
128847,CHEMBL680019,CHEMBL203,CHEMBL113863,IC50,1000.0,nM,=,6.00,2026-03-21 13:33:18.447979
129395,CHEMBL683041,CHEMBL203,CHEMBL553,IC50,1450.0,nM,=,5.84,2026-03-21 13:33:18.447979
129504,CHEMBL677391,CHEMBL203,CHEMBL62699,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
129764,CHEMBL673925,CHEMBL203,CHEMBL92086,IC50,1.2,nM,=,8.92,2026-03-21 13:33:18.447979
129765,CHEMBL677216,CHEMBL203,CHEMBL92086,IC50,16.0,nM,=,7.80,2026-03-21 13:33:18.447979
129766,CHEMBL623728,CHEMBL203,CHEMBL92086,Inhibition,20.0,%,<,,2026-03-21 13:33:18.447979
130156,CHEMBL680019,CHEMBL203,CHEMBL109631,IC50,190.0,nM,=,6.72,2026-03-21 13:33:18.447979
130236,CHEMBL680030,CHEMBL203,CHEMBL52015,IC50,84.0,nM,=,7.08,2026-03-21 13:33:18.447979
130237,CHEMBL680030,CHEMBL203,CHEMBL53796,IC50,9.6,nM,=,8.02,2026-03-21 13:33:18.447979
130238,CHEMBL680031,CHEMBL203,CHEMBL53796,IC50,32.0,nM,=,7.50,2026-03-21 13:33:18.447979
130239,CHEMBL680030,CHEMBL203,CHEMBL51853,IC50,0.13,nM,=,9.89,2026-03-21 13:33:18.447979
130240,CHEMBL680031,CHEMBL203,CHEMBL51853,IC50,16.0,nM,=,7.80,2026-03-21 13:33:18.447979
130896,CHEMBL677391,CHEMBL203,CHEMBL294205,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
130899,CHEMBL677391,CHEMBL203,CHEMBL293913,IC50,44000.0,nM,=,4.36,2026-03-21 13:33:18.447979
130926,CHEMBL676146,CHEMBL203,CHEMBL133283,IC50,10000.0,nM,=,5.00,2026-03-21 13:33:18.447979
130930,CHEMBL679549,CHEMBL203,CHEMBL7914,IC50,2500.0,nM,=,5.60,2026-03-21 13:33:18.447979
130935,CHEMBL621149,CHEMBL203,CHEMBL7914,IC50,4500.0,nM,=,5.35,2026-03-21 13:33:18.447979
130938,CHEMBL679549,CHEMBL203,CHEMBL7929,IC50,50000.0,nM,>,,2026-03-21 13:33:18.447979
130941,CHEMBL621149,CHEMBL203,CHEMBL7929,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
131068,CHEMBL673925,CHEMBL203,CHEMBL334801,IC50,1.1,nM,=,8.96,2026-03-21 13:33:18.447979
131069,CHEMBL677216,CHEMBL203,CHEMBL334801,IC50,57.0,nM,=,7.24,2026-03-21 13:33:18.447979
131070,CHEMBL623728,CHEMBL203,CHEMBL334801,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
131071,CHEMBL679948,CHEMBL203,CHEMBL334801,IC50,57.0,nM,=,7.24,2026-03-21 13:33:18.447979
131441,CHEMBL680019,CHEMBL203,CHEMBL111618,IC50,5000.0,nM,>,,2026-03-21 13:33:18.447979
131445,CHEMBL680019,CHEMBL203,CHEMBL325589,IC50,510.0,nM,=,6.29,2026-03-21 13:33:18.447979
132037,CHEMBL683041,CHEMBL203,CHEMBL99024,IC50,1040.0,nM,=,5.98,2026-03-21 13:33:18.447979
132094,CHEMBL677391,CHEMBL203,CHEMBL59812,IC50,20000.0,nM,=,4.70,2026-03-21 13:33:18.447979
132134,CHEMBL676149,CHEMBL203,CHEMBL130523,Inhibition,65.0,%,=,,2026-03-21 13:33:18.447979
132136,CHEMBL676146,CHEMBL203,CHEMBL130337,IC50,10000.0,nM,>,,2026-03-21 13:33:18.447979
132358,CHEMBL673925,CHEMBL203,CHEMBL434828,IC50,9.1,nM,=,8.04,2026-03-21 13:33:18.447979
132359,CHEMBL677216,CHEMBL203,CHEMBL434828,IC50,77.0,nM,=,7.11,2026-03-21 13:33:18.447979
132360,CHEMBL623728,CHEMBL203,CHEMBL434828,Inhibition,80.0,%,=,,2026-03-21 13:33:18.447979
132779,CHEMBL680019,CHEMBL203,CHEMBL49596,IC50,5600.0,nM,=,5.25,2026-03-21 13:33:18.447979
132844,CHEMBL680030,CHEMBL203,CHEMBL50519,IC50,4.3,nM,=,8.37,2026-03-21 13:33:18.447979
133312,CHEMBL677391,CHEMBL203,CHEMBL63455,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
133314,CHEMBL677391,CHEMBL203,CHEMBL293250,IC50,40500.0,nM,=,4.39,2026-03-21 13:33:18.447979
133316,CHEMBL677391,CHEMBL203,CHEMBL62701,IC50,22300.0,nM,=,4.65,2026-03-21 13:33:18.447979
133541,CHEMBL673925,CHEMBL203,CHEMBL51659,IC50,0.91,nM,=,9.04,2026-03-21 13:33:18.447979
133542,CHEMBL677216,CHEMBL203,CHEMBL51659,IC50,3.4,nM,=,8.47,2026-03-21 13:33:18.447979
133543,CHEMBL623727,CHEMBL203,CHEMBL51659,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
133544,CHEMBL673925,CHEMBL203,CHEMBL135142,IC50,1.75,nM,=,8.76,2026-03-21 13:33:18.447979
133545,CHEMBL677216,CHEMBL203,CHEMBL135142,IC50,35.0,nM,=,7.46,2026-03-21 13:33:18.447979
133546,CHEMBL623728,CHEMBL203,CHEMBL135142,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
133547,CHEMBL673925,CHEMBL203,CHEMBL343722,IC50,1.6,nM,=,8.80,2026-03-21 13:33:18.447979
133548,CHEMBL677216,CHEMBL203,CHEMBL343722,IC50,120.0,nM,=,6.92,2026-03-21 13:33:18.447979
133549,CHEMBL623728,CHEMBL203,CHEMBL343722,Inhibition,80.0,%,=,,2026-03-21 13:33:18.447979
133984,CHEMBL680019,CHEMBL203,CHEMBL448154,IC50,490.0,nM,=,6.31,2026-03-21 13:33:18.447979
134564,CHEMBL677391,CHEMBL203,CHEMBL303127,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
135131,CHEMBL680019,CHEMBL203,CHEMBL50470,IC50,1400.0,nM,=,5.85,2026-03-21 13:33:18.447979
135135,CHEMBL680019,CHEMBL203,CHEMBL104244,IC50,210.0,nM,=,6.68,2026-03-21 13:33:18.447979
135211,CHEMBL679947,CHEMBL203,CHEMBL53777,IC50,0.95,nM,=,9.02,2026-03-21 13:33:18.447979
135212,CHEMBL680026,CHEMBL203,CHEMBL53777,IC50,22.0,nM,=,7.66,2026-03-21 13:33:18.447979
135765,CHEMBL677391,CHEMBL203,CHEMBL293889,IC50,4300.0,nM,=,5.37,2026-03-21 13:33:18.447979
135767,CHEMBL677391,CHEMBL203,CHEMBL61278,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
135801,CHEMBL679549,CHEMBL203,CHEMBL267869,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
136079,CHEMBL673925,CHEMBL203,CHEMBL140561,IC50,2.4,nM,=,8.62,2026-03-21 13:33:18.447979
136080,CHEMBL677216,CHEMBL203,CHEMBL140561,IC50,108.0,nM,=,6.97,2026-03-21 13:33:18.447979
136081,CHEMBL623728,CHEMBL203,CHEMBL140561,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
136082,CHEMBL679948,CHEMBL203,CHEMBL140561,IC50,108.0,nM,=,6.97,2026-03-21 13:33:18.447979
136084,CHEMBL673925,CHEMBL203,CHEMBL345077,IC50,4.6,nM,=,8.34,2026-03-21 13:33:18.447979
136085,CHEMBL677216,CHEMBL203,CHEMBL345077,IC50,340.0,nM,=,6.47,2026-03-21 13:33:18.447979
136086,CHEMBL623728,CHEMBL203,CHEMBL345077,Inhibition,80.0,%,<,,2026-03-21 13:33:18.447979
136425,CHEMBL680019,CHEMBL203,CHEMBL107472,IC50,7500.0,nM,=,5.12,2026-03-21 13:33:18.447979
136429,CHEMBL680019,CHEMBL203,CHEMBL326041,IC50,5000.0,nM,>,,2026-03-21 13:33:18.447979
136433,CHEMBL680019,CHEMBL203,CHEMBL111247,IC50,5000.0,nM,>,,2026-03-21 13:33:18.447979
137102,CHEMBL673925,CHEMBL203,CHEMBL139044,IC50,1.1,nM,=,8.96,2026-03-21 13:33:18.447979
137103,CHEMBL677216,CHEMBL203,CHEMBL139044,IC50,27.0,nM,=,7.57,2026-03-21 13:33:18.447979
137104,CHEMBL623728,CHEMBL203,CHEMBL139044,Inhibition,80.0,%,=,,2026-03-21 13:33:18.447979
137105,CHEMBL673925,CHEMBL203,CHEMBL139095,IC50,0.76,nM,=,9.12,2026-03-21 13:33:18.447979
137106,CHEMBL677216,CHEMBL203,CHEMBL139095,IC50,2.4,nM,=,8.62,2026-03-21 13:33:18.447979
137107,CHEMBL623728,CHEMBL203,CHEMBL139095,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
137440,CHEMBL680020,CHEMBL203,CHEMBL324543,IC50,,nM,,,2026-03-21 13:33:18.447979
137444,CHEMBL680019,CHEMBL203,CHEMBL113070,IC50,80.0,nM,=,7.10,2026-03-21 13:33:18.447979
137448,CHEMBL680020,CHEMBL203,CHEMBL109725,IC50,,nM,,,2026-03-21 13:33:18.447979
137455,CHEMBL680019,CHEMBL203,CHEMBL104779,IC50,910.0,nM,=,6.04,2026-03-21 13:33:18.447979
138225,CHEMBL677391,CHEMBL203,CHEMBL64781,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
138231,CHEMBL676149,CHEMBL203,CHEMBL131092,Inhibition,37.0,%,=,,2026-03-21 13:33:18.447979
138233,CHEMBL676146,CHEMBL203,CHEMBL319620,IC50,92000.0,nM,=,4.04,2026-03-21 13:33:18.447979
138375,CHEMBL679549,CHEMBL203,CHEMBL266255,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
138492,CHEMBL673925,CHEMBL203,CHEMBL134371,IC50,0.37,nM,=,9.43,2026-03-21 13:33:18.447979
138493,CHEMBL677216,CHEMBL203,CHEMBL134371,IC50,500.0,nM,>,,2026-03-21 13:33:18.447979
138494,CHEMBL623728,CHEMBL203,CHEMBL134371,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
138953,CHEMBL680019,CHEMBL203,CHEMBL301612,IC50,260.0,nM,=,6.58,2026-03-21 13:33:18.447979
139013,CHEMBL680030,CHEMBL203,CHEMBL52765,IC50,0.78,nM,=,9.11,2026-03-21 13:33:18.447979
139014,CHEMBL680030,CHEMBL203,CHEMBL50344,IC50,11.0,nM,=,7.96,2026-03-21 13:33:18.447979
139390,CHEMBL677391,CHEMBL203,CHEMBL293251,IC50,11400.0,nM,=,4.94,2026-03-21 13:33:18.447979
139392,CHEMBL677391,CHEMBL203,CHEMBL294341,IC50,100000.0,nM,>,,2026-03-21 13:33:18.447979
139395,CHEMBL677391,CHEMBL203,CHEMBL60472,IC50,3600.0,nM,=,5.44,2026-03-21 13:33:18.447979
139439,CHEMBL676146,CHEMBL203,CHEMBL131407,IC50,20000.0,nM,>,,2026-03-21 13:33:18.447979
139593,CHEMBL673925,CHEMBL203,CHEMBL342828,IC50,0.56,nM,=,9.25,2026-03-21 13:33:18.447979
139594,CHEMBL677216,CHEMBL203,CHEMBL342828,IC50,14.0,nM,=,7.85,2026-03-21 13:33:18.447979
139595,CHEMBL623728,CHEMBL203,CHEMBL342828,Inhibition,80.0,%,>,,2026-03-21 13:33:18.447979
139596,CHEMBL677213,CHEMBL203,CHEMBL342828,IC50,14.0,nM,=,7.85,2026-03-21 13:33:18.447979
139961,CHEMBL680019,CHEMBL203,CHEMBL299194,IC50,8700.0,nM,=,5.06,2026-03-21 13:33:18.447979
139965,CHEMBL680019,CHEMBL203,CHEMBL323699,IC50,5000.0,nM,>,,2026-03-21 13:33:18.447979
140014,CHEMBL679947,CHEMBL203,CHEMBL54067,IC50,35.0,nM,=,7.46,2026-03-21 13:33:18.447979
140478,CHEMBL677391,CHEMBL203,CHEMBL291359,IC50,9900.0,nM,=,5.00,2026-03-21 13:33:18.447979
140517,CHEMBL676146,CHEMBL203,CHEMBL335074,IC50,10000.0,nM,>,,2026-03-21 13:33:18.447979
141071,CHEMBL680019,CHEMBL203,CHEMBL109296,IC50,4500.0,nM,=,5.35,2026-03-21 13:33:18.447979
141079,CHEMBL680019,CHEMBL203,CHEMBL111339,IC50,480.0,nM,=,6.32,2026-03-21 13:33:18.447979
141112,CHEMBL680030,CHEMBL203,CHEMBL52197,IC50,30.0,nM,=,7.52,2026-03-21 13:33:18.447979
142383,CHEMBL680019,CHEMBL203,CHEMBL109525,IC50,50000.0,nM,>,,2026-03-21 13:33:18.447979
142981,CHEMBL676149,CHEMBL203,CHEMBL133563,Inhibition,20.0,%,=,,2026-03-21 13:33:18.447979
142994,CHEMBL679549,CHEMBL203,CHEMBL7939,IC50,700.0,nM,=,6.16,2026-03-21 13:33:18.447979
142999,CHEMBL621149,CHEMBL203,CHEMBL7939,IC50,2200.0,nM,=,5.66,2026-03-21 13:33:18.447979
143002,CHEMBL679549,CHEMBL203,CHEMBL8163,IC50,50000.0,nM,>,,2026-03-21 13:33:18.447979
143005,CHEMBL679549,CHEMBL203,CHEMBL8095,IC50,2000.0,nM,=,5.70,2026-03-21 13:33:18.447979
143010,CHEMBL621149,CHEMBL203,CHEMBL8095,IC50,18000.0,nM,=,4.75,2026-03-21 13:33:18.447979
